selection_key,selection_name,odds
H_1-0,ホーム 1-0,10.6
H_2-0,ホーム 2-0,20.3
H_2-1,ホーム 2-1,12.8
H_3-0,ホーム 3-0,30.3
H_3-1,ホーム 3-1,40.7
H_3-2,ホーム 3-2,37.6
H_other,ホーム その他(4得点以上),56.4
D_0-0,引き分け 0-0,8.6
D_1-1,引き分け 1-1,7.6
D_2-2,引き分け 2-2,19.5
D_other,引き分け その他(3得点以上),42.8
A_0-1,アウェイ 0-1,6.1
A_0-2,アウェイ 0-2,4.6
A_1-2,アウェイ 1-2,6.0
A_0-3,アウェイ 0-3,4.1
A_1-3,アウェイ 1-3,6.3
A_2-3,アウェイ 2-3,18.6
A_other,アウェイ その他(4得点以上),2.7
