selection_key,selection_name,odds
H_1-0,ウルグアイ 1-0,10.6
H_2-0,ウルグアイ 2-0,17.2
H_2-1,ウルグアイ 2-1,9.4
H_3-0,ウルグアイ 3-0,47.3
H_3-1,ウルグアイ 3-1,24.5
H_3-2,ウルグアイ 3-2,24.2
H_other,ウルグアイ その他(4得点以上),40.5
D_0-0,引き分け 0-0,9.2
D_1-1,引き分け 1-1,6.4
D_2-2,引き分け 2-2,8.6
D_other,引き分け その他(3得点以上),26.9
A_0-1,スペイン 0-1,5.6
A_0-2,スペイン 0-2,4.7
A_1-2,スペイン 1-2,4.9
A_0-3,スペイン 0-3,6.1
A_1-3,スペイン 1-3,5.9
A_2-3,スペイン 2-3,9.9
A_other,スペイン その他(4得点以上),5.6
