selection_key,selection_name,odds
H_1-0,ホーム 1-0,10.5
H_2-0,ホーム 2-0,17.1
H_2-1,ホーム 2-1,12.2
H_3-0,ホーム 3-0,49.6
H_3-1,ホーム 3-1,37.4
H_3-2,ホーム 3-2,37.5
H_other,ホーム その他(4得点以上),58.6
D_0-0,引き分け 0-0,8.4
D_1-1,引き分け 1-1,6.3
D_2-2,引き分け 2-2,12.3
D_other,引き分け その他(3得点以上),43.3
A_0-1,アウェイ 0-1,5.4
A_0-2,アウェイ 0-2,4.0
A_1-2,アウェイ 1-2,5.2
A_0-3,アウェイ 0-3,4.9
A_1-3,アウェイ 1-3,5.6
A_2-3,アウェイ 2-3,15.2
A_other,アウェイ その他(4得点以上),4.3
