selection_key,selection_name,odds
H_1-0,ホーム 1-0,5.6
H_2-0,ホーム 2-0,3.8
H_2-1,ホーム 2-1,5.4
H_3-0,ホーム 3-0,3.6
H_3-1,ホーム 3-1,5.0
H_3-2,ホーム 3-2,19.3
H_other,ホーム その他(4得点以上),2.5
D_0-0,引き分け 0-0,9.8
D_1-1,引き分け 1-1,8.3
D_2-2,引き分け 2-2,17.1
D_other,引き分け その他(3得点以上),80.6
A_0-1,アウェイ 0-1,18.3
A_0-2,アウェイ 0-2,36.4
A_1-2,アウェイ 1-2,22.6
A_0-3,アウェイ 0-3,100.6
A_1-3,アウェイ 1-3,74.7
A_2-3,アウェイ 2-3,80.0
A_other,アウェイ その他(4得点以上),129.1
