selection_key,selection_name,odds
H_1-0,ホーム 1-0,5.6
H_2-0,ホーム 2-0,5.0
H_2-1,ホーム 2-1,4.6
H_3-0,ホーム 3-0,8.5
H_3-1,ホーム 3-1,6.3
H_3-2,ホーム 3-2,10.1
H_other,ホーム その他(4得点以上),7.9
D_0-0,引き分け 0-0,8.3
D_1-1,引き分け 1-1,5.6
D_2-2,引き分け 2-2,7.7
D_other,引き分け その他(3得点以上),25.6
A_0-1,アウェイ 0-1,8.5
A_0-2,アウェイ 0-2,13.7
A_1-2,アウェイ 1-2,8.8
A_0-3,アウェイ 0-3,39.4
A_1-3,アウェイ 1-3,22.7
A_2-3,アウェイ 2-3,22.9
A_other,アウェイ その他(4得点以上),34.9
