selection_key,selection_name,odds
H_1-0,エクアドル 1-0,10.2
H_2-0,エクアドル 2-0,18.1
H_2-1,エクアドル 2-1,10.6
H_3-0,エクアドル 3-0,68.7
H_3-1,エクアドル 3-1,33.9
H_3-2,エクアドル 3-2,37.4
H_other,エクアドル その他(4得点以上),70.9
D_0-0,引き分け 0-0,9.9
D_1-1,引き分け 1-1,7.9
D_2-2,引き分け 2-2,14.3
D_other,引き分け その他(3得点以上),51.9
A_0-1,ドイツ 0-1,6.4
A_0-2,ドイツ 0-2,3.9
A_1-2,ドイツ 1-2,5.8
A_0-3,ドイツ 0-3,4.2
A_1-3,ドイツ 1-3,5.3
A_2-3,ドイツ 2-3,14.3
A_other,ドイツ その他(4得点以上),3.5
