selection_key,selection_name,odds
H_1-0,トルコ 1-0,9.8
H_2-0,トルコ 2-0,12.8
H_2-1,トルコ 2-1,9.0
H_3-0,トルコ 3-0,31.7
H_3-1,トルコ 3-1,19.9
H_3-2,トルコ 3-2,24.2
H_other,トルコ その他(4得点以上),26.1
D_0-0,引き分け 0-0,10.0
D_1-1,引き分け 1-1,6.8
D_2-2,引き分け 2-2,10.1
D_other,引き分け その他(3得点以上),33.0
A_0-1,アメリカ 0-1,6.9
A_0-2,アメリカ 0-2,4.3
A_1-2,アメリカ 1-2,5.5
A_0-3,アメリカ 0-3,5.3
A_1-3,アメリカ 1-3,6.0
A_2-3,アメリカ 2-3,14.2
A_other,アメリカ その他(4得点以上),4.9
