date,home_team,away_team,home_score,away_score,actual,pred_home_score,pred_away_score,odds_home,odds_draw,odds_away,lambda_home,lambda_away,p_home,p_draw,p_away,ev_home,ev_draw,ev_away,bet_placed,bet_odds,bet_ev,bet_amount,bet_payout,bet_roi,bankroll_after,log_loss,brier_score
2022-11-20,Qatar,Ecuador,0,2,A,1,1,3.7,3.13,2.38,1.0795239906237508,1.1057651317551047,0.3130324757536727,0.2983488690025935,0.38861865896902403,1.158220160288589,0.9338319599781176,0.9249124083462772,1X2_H,3.7,1.158220160288589,2.930002968307205,0.0,0.0,97.0699970316928,0.945156727316525,0.560788522672435
2022-11-21,Senegal,Netherlands,0,2,A,0,1,7.2,4.1,1.58,0.8675852888216004,1.9937040332434492,0.14813521310341832,0.20928104828646613,0.6425837358161479,1.0665735343446119,0.858052297974511,1.0152823025895137,1X2_H,7.2,1.0665735343446119,0.5211526436468366,0.0,0.0,96.54884438804595,0.44225814258621543,0.19348898443621845
2022-11-21,England,Iran,6,2,H,1,0,1.34,5.0,14.0,1.559386428883051,0.842330498979177,0.5543036601007283,0.2398398976697346,0.20585644409218223,0.742766904534976,1.199199488348673,2.8819902172905514,1X2_A,14.0,2.8819902172905514,6.9886146395773165,0.0,0.0,89.56022974846863,0.5900426194738517,0.29854527948811366
2022-11-21,United States,Wales,1,1,D,1,1,2.45,3.13,3.47,1.3265812513388602,1.009751713393183,0.4482957925424209,0.279679110424182,0.27202509330810676,1.0983246917289313,0.8753956156276895,0.9439270737791305,1X2_H,2.45,1.0983246917289313,3.036545510755325,0.0,0.0,86.5236842377133,1.274112367211594,0.7938289529598191
2022-11-22,Mexico,Poland,0,0,D,1,1,2.85,3.14,2.9,1.2948821274679316,1.160818685181823,0.40042204145257887,0.2747161977524089,0.32486176824559276,1.14120281813985,0.8626088609425641,0.942099127912219,1X2_H,2.85,1.14120281813985,3.301996770326386,0.0,0.0,83.22168746738691,1.2920167223757197,0.7919095735514269
2022-11-22,Argentina,Saudi Arabia,1,2,A,2,0,1.18,8.2,23.0,2.123903097914536,0.4891706422301076,0.7405527813721537,0.19400918734946682,0.06543803220970193,0.8738522820191413,1.5908753362656278,1.5050747408231444,1X2_D,8.2,1.5908753362656278,3.41483628936703,0.0,0.0,79.80685117801988,2.726651657284903,1.4594640584141076
2022-11-22,France,Australia,4,1,H,1,0,1.32,6.0,12.0,1.9156008976079486,0.8623728450513962,0.6422534863975277,0.20864745533787923,0.14909905826459324,0.8477746020447365,1.2518847320272755,1.789188699175119,1X2_A,12.0,1.789188699175119,2.862848412111083,0.0,0.0,76.9440027659088,0.4427722145950014,0.19374685778908482
2022-11-22,Denmark,Tunisia,0,0,D,1,0,1.5,4.3,8.4,1.6472296042506038,0.8128393815789469,0.5624531102291214,0.2497661395020127,0.18778075399415614,0.843679665343682,1.0739943998586545,1.5773583335509116,1X2_A,8.4,1.5773583335509116,3.0016392711933677,0.0,0.0,73.94236349471544,1.3872302409107449,0.9144659582147393
2022-11-23,Germany,Japan,1,2,A,1,1,1.51,4.7,7.0,1.6287626401410573,1.0937346631017204,0.4993836056218963,0.2523035517205898,0.24831284452015884,0.7540692444890634,1.1858266930867722,1.738189911641112,1X2_A,7.0,1.738189911641112,4.548625564558248,31.840378951907734,700.0,101.23411688206492,1.3930658579623867,0.878074647488125
2022-11-23,Spain,Costa Rica,7,0,H,1,0,1.18,8.0,23.0,1.8635847266782326,0.7415068424016162,0.627500491501469,0.2316170842464045,0.14088242425212621,0.7404505799717334,1.852936673971236,3.240295757798903,1X2_A,23.0,3.240295757798903,5.154417331713826,0.0,0.0,96.0796995503511,0.4660108247072315,0.21225021500960928
