selection_key,selection_name,odds
H_1-0,ホーム 1-0,6.6
H_2-0,ホーム 2-0,8.5
H_2-1,ホーム 2-1,6.0
H_3-0,ホーム 3-0,26.1
H_3-1,ホーム 3-1,15.3
H_3-2,ホーム 3-2,17.9
H_other,ホーム その他(4得点以上),39.1
D_0-0,引き分け 0-0,7.3
D_1-1,引き分け 1-1,4.6
D_2-2,引き分け 2-2,7.3
D_other,引き分け その他(3得点以上),29.7
A_0-1,アウェイ 0-1,5.8
A_0-2,アウェイ 0-2,6.2
A_1-2,アウェイ 1-2,4.6
A_0-3,アウェイ 0-3,14.0
A_1-3,アウェイ 1-3,9.0
A_2-3,アウェイ 2-3,13.7
A_other,アウェイ その他(4得点以上),16.0
