selection_key,selection_name,odds
H_1-0,ホーム 1-0,21.2
H_2-0,ホーム 2-0,43.4
H_2-1,ホーム 2-1,20.8
H_3-0,ホーム 3-0,98.0
H_3-1,ホーム 3-1,71.1
H_3-2,ホーム 3-2,54.1
H_other,ホーム その他(4得点以上),101.1
D_0-0,引き分け 0-0,15.1
D_1-1,引き分け 1-1,9.2
D_2-2,引き分け 2-2,15.5
D_other,引き分け その他(3得点以上),65.5
A_0-1,アウェイ 0-1,6.9
A_0-2,アウェイ 0-2,3.6
A_1-2,アウェイ 1-2,5.0
A_0-3,アウェイ 0-3,3.2
A_1-3,アウェイ 1-3,4.0
A_2-3,アウェイ 2-3,13.7
A_other,アウェイ その他(4得点以上),3.0
