selection_key,selection_name,odds
H_1-0,ホーム 1-0,4.5
H_2-0,ホーム 2-0,3.4
H_2-1,ホーム 2-1,4.1
H_3-0,ホーム 3-0,6.1
H_3-1,ホーム 3-1,6.6
H_3-2,ホーム 3-2,14.7
H_other,ホーム その他(4得点以上),9.1
D_0-0,引き分け 0-0,8.6
D_1-1,引き分け 1-1,6.4
D_2-2,引き分け 2-2,10.1
D_other,引き分け その他(3得点以上),39.5
A_0-1,アウェイ 0-1,9.4
A_0-2,アウェイ 0-2,16.3
A_1-2,アウェイ 1-2,9.6
A_0-3,アウェイ 0-3,49.9
A_1-3,アウェイ 1-3,32.2
A_2-3,アウェイ 2-3,32.4
A_other,アウェイ その他(4得点以上),70.2
