selection_key,selection_name,odds
H_1-0,ホーム 1-0,6.1
H_2-0,ホーム 2-0,6.2
H_2-1,ホーム 2-1,4.0
H_3-0,ホーム 3-0,13.8
H_3-1,ホーム 3-1,8.0
H_3-2,ホーム 3-2,11.4
H_other,ホーム その他(4得点以上),14.8
D_0-0,引き分け 0-0,7.9
D_1-1,引き分け 1-1,4.5
D_2-2,引き分け 2-2,6.7
D_other,引き分け その他(3得点以上),25.6
A_0-1,アウェイ 0-1,7.8
A_0-2,アウェイ 0-2,10.9
A_1-2,アウェイ 1-2,6.2
A_0-3,アウェイ 0-3,31.0
A_1-3,アウェイ 1-3,18.1
A_2-3,アウェイ 2-3,18.5
A_other,アウェイ その他(4得点以上),39.6
