selection_key,selection_name,odds
H_1-0,ホーム 1-0,8.8
H_2-0,ホーム 2-0,7.0
H_2-1,ホーム 2-1,5.5
H_3-0,ホーム 3-0,8.4
H_3-1,ホーム 3-1,6.2
H_3-2,ホーム 3-2,8.3
H_other,ホーム その他(4得点以上),5.1
D_0-0,引き分け 0-0,11.4
D_1-1,引き分け 1-1,6.7
D_2-2,引き分け 2-2,6.9
D_other,引き分け その他(3得点以上),17.8
A_0-1,アウェイ 0-1,10.1
A_0-2,アウェイ 0-2,12.5
A_1-2,アウェイ 1-2,7.2
A_0-3,アウェイ 0-3,30.0
A_1-3,アウェイ 1-3,13.7
A_2-3,アウェイ 2-3,13.0
A_other,アウェイ その他(4得点以上),22.7
