selection_key,selection_name,odds
H_1-0,ホーム 1-0,5.9
H_2-0,ホーム 2-0,7.8
H_2-1,ホーム 2-1,6.2
H_3-0,ホーム 3-0,27.2
H_3-1,ホーム 3-1,17.3
H_3-2,ホーム 3-2,21.3
H_other,ホーム その他(4得点以上),30.0
D_0-0,引き分け 0-0,6.6
D_1-1,引き分け 1-1,5.7
D_2-2,引き分け 2-2,9.7
D_other,引き分け その他(3得点以上),33.7
A_0-1,アウェイ 0-1,5.6
A_0-2,アウェイ 0-2,5.0
A_1-2,アウェイ 1-2,5.2
A_0-3,アウェイ 0-3,9.8
A_1-3,アウェイ 1-3,9.2
A_2-3,アウェイ 2-3,17.0
A_other,アウェイ その他(4得点以上),12.9
