selection_key,selection_name,odds
H_1-0,ホーム 1-0,4.8
H_2-0,ホーム 2-0,4.6
H_2-1,ホーム 2-1,4.8
H_3-0,ホーム 3-0,7.6
H_3-1,ホーム 3-1,7.6
H_3-2,ホーム 3-2,14.3
H_other,ホーム その他(4得点以上),10.0
D_0-0,引き分け 0-0,6.5
D_1-1,引き分け 1-1,4.9
D_2-2,引き分け 2-2,8.1
D_other,引き分け その他(3得点以上),36.0
A_0-1,アウェイ 0-1,8.5
A_0-2,アウェイ 0-2,12.0
A_1-2,アウェイ 1-2,8.5
A_0-3,アウェイ 0-3,34.9
A_1-3,アウェイ 1-3,30.1
A_2-3,アウェイ 2-3,24.2
A_other,アウェイ その他(4得点以上),48.0
