selection_key,selection_name,odds
H_1-0,ホーム 1-0,9.0
H_2-0,ホーム 2-0,4.9
H_2-1,ホーム 2-1,9.0
H_3-0,ホーム 3-0,3.3
H_3-1,ホーム 3-1,6.1
H_3-2,ホーム 3-2,21.1
H_other,ホーム その他(4得点以上),1.3
D_0-0,引き分け 0-0,13.2
D_1-1,引き分け 1-1,11.9
D_2-2,引き分け 2-2,28.3
D_other,引き分け その他(3得点以上),83.2
A_0-1,アウェイ 0-1,23.7
A_0-2,アウェイ 0-2,55.7
A_1-2,アウェイ 1-2,33.3
A_0-3,アウェイ 0-3,90.8
A_1-3,アウェイ 1-3,68.2
A_2-3,アウェイ 2-3,84.2
A_other,アウェイ その他(4得点以上),104.2
