selection_key,selection_name,odds
H_1-0,ホーム 1-0,8.0
H_2-0,ホーム 2-0,14.3
H_2-1,ホーム 2-1,10.4
H_3-0,ホーム 3-0,26.3
H_3-1,ホーム 3-1,34.9
H_3-2,ホーム 3-2,32.6
H_other,ホーム その他(4得点以上),55.6
D_0-0,引き分け 0-0,8.1
D_1-1,引き分け 1-1,6.2
D_2-2,引き分け 2-2,14.4
D_other,引き分け その他(3得点以上),25.0
A_0-1,アウェイ 0-1,5.5
A_0-2,アウェイ 0-2,3.6
A_1-2,アウェイ 1-2,5.3
A_0-3,アウェイ 0-3,5.6
A_1-3,アウェイ 1-3,7.4
A_2-3,アウェイ 2-3,20.3
A_other,アウェイ その他(4得点以上),5.1
