selection_key,selection_name,odds
H_1-0,カーボベルデ 1-0,4.9
H_2-0,カーボベルデ 2-0,5.5
H_2-1,カーボベルデ 2-1,5.1
H_3-0,カーボベルデ 3-0,10.7
H_3-1,カーボベルデ 3-1,9.1
H_3-2,カーボベルデ 3-2,14.1
H_other,カーボベルデ その他(4得点以上),14.2
D_0-0,引き分け 0-0,6.7
D_1-1,引き分け 1-1,5.4
D_2-2,引き分け 2-2,8.9
D_other,引き分け その他(3得点以上),27.0
A_0-1,サウジアラビア 0-1,6.8
A_0-2,サウジアラビア 0-2,8.9
A_1-2,サウジアラビア 1-2,7.1
A_0-3,サウジアラビア 0-3,20.6
A_1-3,サウジアラビア 1-3,15.5
A_2-3,サウジアラビア 2-3,19.1
A_other,サウジアラビア その他(4得点以上),27.2
