selection_key,selection_name,odds
H_1-0,ホーム 1-0,10.1
H_2-0,ホーム 2-0,17.3
H_2-1,ホーム 2-1,14.3
H_3-0,ホーム 3-0,53.3
H_3-1,ホーム 3-1,47.1
H_3-2,ホーム 3-2,47.8
H_other,ホーム その他(4得点以上),58.4
D_0-0,引き分け 0-0,9.5
D_1-1,引き分け 1-1,8.2
D_2-2,引き分け 2-2,18.0
D_other,引き分け その他(3得点以上),52.5
A_0-1,アウェイ 0-1,5.5
A_0-2,アウェイ 0-2,3.6
A_1-2,アウェイ 1-2,6.4
A_0-3,アウェイ 0-3,3.8
A_1-3,アウェイ 1-3,7.1
A_2-3,アウェイ 2-3,21.1
A_other,アウェイ その他(4得点以上),2.9
