selection_key,selection_name,odds
H_1-0,エジプト 1-0,6.0
H_2-0,エジプト 2-0,6.1
H_2-1,エジプト 2-1,5.3
H_3-0,エジプト 3-0,10.2
H_3-1,エジプト 3-1,8.3
H_3-2,エジプト 3-2,13.9
H_other,エジプト その他(4得点以上),10.1
D_0-0,引き分け 0-0,4.5
D_1-1,引き分け 1-1,4.8
D_2-2,引き分け 2-2,8.2
D_other,引き分け その他(3得点以上),30.7
A_0-1,イラン 0-1,7.4
A_0-2,イラン 0-2,10.9
A_1-2,イラン 1-2,7.3
A_0-3,イラン 0-3,32.2
A_1-3,イラン 1-3,19.8
A_2-3,イラン 2-3,20.6
A_other,イラン その他(4得点以上),38.6
